Timestamp;Username;Navn;Afdeling;PCNavn;OS;Producent;Model1;Model2;S/N;PC-AD-Status
07/10/20 08:07;N1M141;Mckenna Spence;"AFS Direktion, Sekretariat og Strategi";PC5001623;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CSEA9;Aktiv
07/10/20 07:24;N1M142;Shannon Cain;"AFS Direktion, Jura";PC5001624;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D2640;Aktiv
07/10/20 07:37;N1M143;Sam Stokes;"AFS Kundeservice, Kommunikation/Design";PC5001625;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D25FX;Aktiv
07/10/20 09:52;N1M144;Braydon Hodge;"AFS Økonomi, Business Controlling";PC5001627;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CWJD8;Aktiv
07/10/20 10:45;N1M045;Maia Cabrera;"AFS DiGIT, IT-Service";PC5001628;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D2ART;Aktiv
07/10/20 07:25;N1M145;Colten Mayer;"AFS DiGIT, Projekter";PC5001629;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0WG8;Aktiv
06/10/20 11:31;N1M146;Amy Elliott;;PC5001630;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1E8CBK;Aktiv
07/10/20 07:45;N1M147;Dawson Fuller;"AFS DiGIT, IT-Service";PC5001631;Windows 10;LENOVO;20N3S6NK00;ThinkPad T490;PF1W5QFQ;Aktiv
02/10/20 07:59;N1M002;Carlo Carey;Miljø- og Energiforvaltningen;PC5001632;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E849C;Aktiv
05/10/20 12:55;N1M148;Eve Horne;"AFS DiGIT, DAD";PC5001633;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E873D;Aktiv
06/10/20 16:57;N1M149;Patricia Crosby;"AFS DiGIT, DAD";PC5001635;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E8C7H;Aktiv
07/09/20 10:06;#I/T;#I/T;"AFS Direktion, Sekretariat og Jura";PC5001636;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1CPR9J;Aktiv
06/10/20 07:15;N1M150;Asia Henderson;"AFS Kundeservice, Kunde- og Målerdata";PC5001637;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E88LT;Aktiv
07/10/20 07:59;N1M151;Kenya Chaney;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001638;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E8CS4;Aktiv
07/10/20 09:31;N1M152;Deandre Mata;AFS Eksterne brugere;PC5001640;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZTD;Aktiv
07/10/20 08:10;N1M153;Elias Barr;"AFS DiGIT, IT-Service";PC5001641;Windows 10;LENOVO;20N3S76100;ThinkPad T490;PF1W2N4E;Aktiv
07/10/20 08:10;N1M154;Rory Nguyen;"AFS Kundeservice, Kommunikation/Design";PC5001642;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZTE;Aktiv
07/10/20 08:58;N1M155;Evangeline Arias;"AFS DiGIT, DAD";PC5001643;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF25NYBM;Aktiv
07/10/20 04:23;N1M059;Ibrahim Stein;"AFS DiGIT, DAD-Drift";PC5001644;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF25PG0Y;Aktiv
07/10/20 03:33;N1M010;Kobe Parsons;"AFS DiGIT, DAD";PC5001645;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF25PG1N;Aktiv
07/10/20 10:13;N1M157;Kimberly Mitchell;"AFS Økonomi, Finans";PC5001646;Windows 10;LENOVO;11AES08D00;ThinkCentre M90n-1;PF280758;Aktiv
07/10/20 08:08;N1M158;Eden Cruz;AFE Net Drift;PC5001647;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1D298H;Aktiv
07/10/20 08:32;N1M159;Mareli Holder;"AFS Direktion, Sekretariat og Jura";PC5001648;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1FBHEC;Aktiv
07/10/20 08:24;N1M065;Hailie Tyler;"AFS DiGIT, IT-Service";PC5001649;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90XJ70Y;Aktiv
02/10/20 14:03;N1M160;Marisol Lowery;"AFS Direktion, Sekretariat og Jura";PC5001650;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1F1RQV;Aktiv
06/10/20 07:19;N1M161;Serenity Mcneil;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001651;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1EYJZG;Aktiv
17/09/20 08:30;N1M162;Braelyn Eaton;"IT-Support, AFS";PC5001652;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1ETX53;Aktiv
07/10/20 07:50;N1M156;Demarion Haley;"AFS DiGIT, Projekter";PC5001654;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1K3AJR;Aktiv
07/10/20 09:16;N1M163;Aarav Flowers;MP Administration;PC5001655;Windows 10;LENOVO;20N3S6NK00;ThinkPad T490;PF2BKYJG;Aktiv
07/10/20 06:34;N1M164;Karen Monroe;"AFS Økonomi, Finans";PC5001656;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZTB;Aktiv
07/10/20 10:18;N1M165;Tara Glenn;"AFS Økonomi, Finans";PC5001657;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1ES9T0;Aktiv
07/10/20 08:25;N1M166;Eliza Lloyd;"AFS Kundeservice, Fakt. og Opkrævning";PC5001658;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF2DCJNW;Aktiv
07/10/20 08:24;N1M167;Tabitha Todd;AFV Innovation og Videndeling;PC5001659;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF2DCH2C;Aktiv
07/10/20 07:58;N1M168;Chanel Dennis;"AFS Direktion, Sekretariat og Strategi";PC5001660;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF222QHV;Aktiv
07/10/20 07:41;N1M169;Ross Maxwell;"AFS Kundeservice, Kommunikation/Design";PC5001661;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF2231AG;Aktiv
15/09/20 08:54;N1M170;Finley Rice;"AFS Kundeservice, Kunde- og Målerdata";PC5001662;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF222TVX;Aktiv
07/10/20 08:31;N1M171;Nicolas Lee;"AFS Økonomi, Finans";PC5001664;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF223DLW;Aktiv
07/10/20 06:49;N1M172;Chasity Reynolds;"AFS Økonomi, Kantine Nefovej";PC5001665;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF222V19;Aktiv
07/10/20 05:30;N1M173;Tia Macias;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001666;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF223BJQ;Aktiv
06/10/20 10:58;N1M174;Harmony Page;Aalborg Byråd;PC5001667;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF2231C0;Aktiv
07/10/20 09:37;N1M175;Olivia Conrad;"AFS Kundeservice, Udbudsjura og Indkøb";PC5001668;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1EV0QR;Aktiv
07/10/20 07:45;N1M176;Adrianna Stout;"AFS Kundeservice, Fakt. og Opkrævning";PC5001669;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1KEN3C;Aktiv
07/10/20 07:57;N1M177;Daphne Nixon;AFS Direktionssekretariat;PC5001670;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1LAHCD;Aktiv
07/10/20 07:20;N1M178;Jovanni Barton;AFR Sekretariat;PC5001671;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1LAFER;Aktiv
07/10/20 07:07;N1M179;Jonathon Hogan;"AFS DiGIT, DAD-Opmåling";PC5001672;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1KMCDG;Aktiv
07/10/20 07:51;N1M180;Wade Thompson;"AFS Økonomi, Finans";PC5001673;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1KHDBS;Aktiv
06/10/20 19:58;N1M181;Averie Gibson;"AFS Økonomi, Finans";PC5001674;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1HYPEY;Aktiv
07/10/20 07:50;N1M182;Gael Espinoza;"AFS Kundeservice, Kunde- og Målerdata";PC5001675;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF222X1B;Aktiv
07/10/20 07:46;N1M183;Sylvia Pruitt;"AFS Kundeservice, Kunde- og Målerdata";PC5001676;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF222NWE;Aktiv
07/10/20 06:47;N1M184;Dakota Cain;Aalborg Service A/S;PC5001677;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1E8BSW;Aktiv
07/10/20 06:50;N1M185;Saniyah Everett;MP Grundvand;PC5001678;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15ZBNM;Aktiv
17/09/20 10:08;N1M146;Amy Elliott;;PC5001679;Windows 10;Dell Inc.;Latitude 7280;;6R819H2;Aktiv
07/10/20 08:11;N1M094;Odin Haley;"AFS Direk., HR,Personale og Arbejdsmiljø";PC5001680;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF22358L;Aktiv
06/10/20 12:40;N1M271;Charlotte Reilly;;PC5001681;Windows 10;LENOVO;20T1S1DB00;ThinkPad T14s Gen 1;PC1M15F7;Aktiv
07/10/20 09:27;N1M187;Tate Hickman;AFV Projektering og Tilsyn;PC5002116;Windows 7;Dell Inc.;OptiPlex 9020;00;JRW3842;Aktiv
07/10/20 07:31;#I/T;#I/T;AFV Projektering og Tilsyn;PC5002117;Windows 7;Dell Inc.;OptiPlex 9020;;95X3842;Aktiv
07/10/20 07:48;N1M189;Cletus Haverty;AFV Planlægning;PC5002128;Windows 10;American Megatrends Inc.;Surface Pro 3;1;018672451553;Aktiv
06/10/20 15:36;N1M190;Kenyon Wyatt;AFV Spildevand og Udledninger;PC5002146;Windows 10;Dell Inc.;Latitude E7270;;J3XGJ72;Aktiv
02/10/20 15:15;N1M191;Bethany Schaefer;AFV Projektering og Tilsyn;PC5002147;Windows 10;Dell Inc.;Latitude E7470;;8L2BR72;Aktiv
07/10/20 07:38;N1M192;Ramon Lyons;AFV Byggestyring og Koordinering;PC5002159;Windows 10;Dell Inc.;Latitude E7470;;31PXWF2;Aktiv
17/09/20 09:58;N1M193;Brendan Delacruz;AFV Spildevand og Udledninger;PC5002162;Windows 10;Dell Inc.;Latitude 7280;;5VTX6H2;Aktiv
07/10/20 07:40;N1M194;Raven Harrison;AFV Grundvand og Vandkvalitet;PC5002163;Windows 10;Dell Inc.;Latitude 7280;;FD0L7H2;Aktiv
07/10/20 08:04;N1M195;Harmony Joseph;AFV Byggestyring og Koordinering;PC5002164;Windows 10;Dell Inc.;Latitude 7480;;5WJC9H2;Aktiv
07/10/20 07:51;N1M196;Jazmine Russo;AFV Regninger og Fakturaer;PC5002167;Windows 10;Dell Inc.;Latitude 7480;;2LZNFH2;Aktiv
07/10/20 07:04;N1M197;Sabrina Boyd;AFV Innovation og Videndeling;PC5002170;Windows 10;Dell Inc.;Latitude 7480;;3VVXLH2;Aktiv
06/10/20 16:14;N1M198;Clark Wade;AFV Byggestyring og Koordinering;PC5002171;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0SDCHC;Aktiv
07/10/20 08:22;N1M199;Devin Cooke;AFV Innovation og Videndeling;PC5002172;Windows 10;Dell Inc.;Latitude 7480;;C5BXLH2;Aktiv
07/10/20 07:29;#I/T;#I/T;AFV Projektering og Tilsyn;PC5002174;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0SMDQY;Aktiv
07/10/20 08:01;N1M200;Catalina Barajas;AFV Projektering og Tilsyn;PC5002176;Windows 10;Dell Inc.;Latitude 7480;;BQ9M0N2;Aktiv
07/10/20 07:39;N1M201;Christina Callahan;AFV Projektering og Tilsyn;PC5002177;Windows 10;LENOVO;20EQS6B200;ThinkPad P50;PC0TX9MR;Aktiv
06/10/20 16:11;N1M202;Allisson Rosario;AFV Vandsamarbejde Aalborg;PC5002181;Windows 10;Dell Inc.;Latitude 7490;;776JTN2;Aktiv
07/10/20 07:32;N1M203;Georgia Ballard;AFV Projektering og Tilsyn;PC5002182;Windows 10;LENOVO;20LAS0XW00;ThinkPad T580;R90QYNU3;Aktiv
24/09/20 14:14;N1M204;German Roy;AFV Projektering og Tilsyn;PC5002183;Windows 10;LENOVO;20LAS0XW00;ThinkPad T580;R90QXF0W;Aktiv
07/10/20 07:52;N1M205;Cassie Briggs;AFV Innovation og Videndeling;PC5002184;Windows 10;Dell Inc.;Latitude 7490;;H56JTN2;Aktiv
07/10/20 07:46;N1M206;Willie Norton;AFV Grundvand og Vandkvalitet;PC5002185;Windows 10;Dell Inc.;Latitude 7490;;8WCJTN2;Aktiv
07/10/20 08:06;N1M207;Valeria Singh;AFV Projektering og Tilsyn;PC5002186;Windows 10;Dell Inc.;Latitude 7490;;B36JTN2;Aktiv
07/10/20 07:27;N1M208;Santiago Pineda;AFV Byggestyring og Koordinering;PC5002188;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1HFAX0;Aktiv
07/10/20 09:08;N1M209;Rylan Wagner;BU Netværk for Bæredygtig Erhvervsudv.;PC5002189;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC122PV9;Aktiv
07/10/20 08:40;N1M210;Kade Estrada;AFV Byggestyring og Koordinering;PC5002190;Windows 10;LENOVO;20LAS4VH00;ThinkPad T580;R90VP0G0;Aktiv
06/10/20 09:31;N1M211;Kyra Santiago;AFV Projektering og Tilsyn;PC5002191;Windows 10;LENOVO;20NYS1JC00;ThinkPad T490s;PF1GGT6T;Aktiv
07/10/20 08:22;N1M015;Kamren Pineda;AFV Innovation og Videndeling;PC5002192;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1K0QHP;Aktiv
07/10/20 07:49;N1M212;Dean Barry;AFV Grundvand og Vandkvalitet;PC5002193;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0WG9;Aktiv
07/10/20 08:19;N1M213;Leah Meadows;"AFR Drift, Genbrug og Sortering";PC5003209;Windows 10;Dell Inc.;Latitude E6540;01;9VW5VZ1;Aktiv
22/09/20 15:59;N1M220;Rhys Robertson;AFR Sekretariat;PC5003230;Windows 10;Dell Inc.;Latitude E7250;;3C79362;Aktiv
05/10/20 07:53;#I/T;#I/T;AFR Sekretariat;PC5003232;Windows 10;Dell Inc.;Latitude E7250;;8V2WC72;Aktiv
30/09/20 07:10;N1M215;Bryan Gillespie;"AFR Drift, Transport";PC5003233;Windows 10;Dell Inc.;Latitude E7250;;8S6HF72;Aktiv
05/10/20 19:59;N1M216;Jordyn Bautista;"AFR Drift, Genbrug og Sortering";PC5003234;Windows 10;Dell Inc.;Latitude E7250;;CX6HF72;Aktiv
07/10/20 08:13;N1M217;Gloria Navarro;AFR Sekretariat;PC5003235;Windows 10;Dell Inc.;Latitude E7250;;5NCGF72;Aktiv
07/10/20 03:53;N1M218;Konnor Hoover;"Aalborg Forsyning, Renovation";PC5003237;Windows 10;Dell Inc.;Latitude E7250;;30R7F72;Aktiv
07/10/20 07:15;N1M219;Lee Moon;AFR Drift;PC5003238;Windows 10;Dell Inc.;Latitude E7250;;1VBMN72;Aktiv
23/09/20 10:04;N1M220;Rhys Robertson;AFR Sekretariat;PC5003242;Windows 10;Dell Inc.;Latitude E5570;;71FVJC2;Aktiv
07/10/20 08:20;N1M221;Kallie May;AFR Projekt og Udvikling;PC5003243;Windows 10;Dell Inc.;Latitude E7270;;869PFC2;Aktiv
22/09/20 15:33;N1M220;Rhys Robertson;AFR Sekretariat;PC5003244;Windows 10;Dell Inc.;Latitude E7270;;FB21NC2;Aktiv
28/09/20 07:50;N1M222;Luca Bentley;AFR Sekretariat;PC5003245;Windows 10;Dell Inc.;Latitude E7270;;G8N9QC2;Aktiv
